rail_id	cell_line	sra_attribute.disease	sra_attribute.ethnicity	sra_attribute.disease_stage	sra.experiment_attributes	primary_site
SRR8616063	MOLM-6	primary	Asian	haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia)	age;;44|biomaterial_provider;;DSMZ:MOLM-6|BioSampleModel;;Human|cell_line;;MOLM-6|disease;;haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8616064	MOLM-16	primary	Asian	"haematopoietic_neoplasm (acute_myeloid_leukaemia, M0)"	"age;;77|biomaterial_provider;;DSMZ:MOLM-16|BioSampleModel;;Human|cell_line;;MOLM-16|disease;;haematopoietic_neoplasm (acute_myeloid_leukaemia, M0)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;haematopoietic_and_lymphoid_tissue"	haematopoietic_and_lymphoid_tissue
SRR8616065	MOLP-8	primary	Asian	lymphoid_neoplasm (plasma_cell_myeloma)	age;;52|biomaterial_provider;;DSMZ:MOLP-8|BioSampleModel;;Human|cell_line;;MOLP-8|disease;;lymphoid_neoplasm (plasma_cell_myeloma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8616066	MOLP-2	primary	Asian	lymphoid_neoplasm (plasma_cell_myeloma)	age;;55|biomaterial_provider;;DSMZ:MOLP-2|BioSampleModel;;Human|cell_line;;MOLP-2|disease;;lymphoid_neoplasm (plasma_cell_myeloma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8616067	ML-1	primary	Caucasian	carcinoma (follicular_carcinoma)	age;;NA|biomaterial_provider;;DSMZ:ML-1|BioSampleModel;;Human|cell_line;;ML-1|disease;;carcinoma (follicular_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;thyroid	thyroid
SRR8616068	MKN7	metastasis	Asian	carcinoma (tubular_adenocarcinoma)	age;;39|biomaterial_provider;;GNF|BioSampleModel;;Human|cell_line;;MKN7|disease;;carcinoma (tubular_adenocarcinoma)|disease_stage;;metastasis|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;stomach	stomach
SRR8616069	MOLM-13	primary	Asian	"haematopoietic_neoplasm (acute_myeloid_leukaemia, M5a)"	"age;;20|biomaterial_provider;;DSMZ:MOLM-13|BioSampleModel;;Human|cell_line;;MOLM-13|disease;;haematopoietic_neoplasm (acute_myeloid_leukaemia, M5a)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue"	haematopoietic_and_lymphoid_tissue
SRR8616070	MM1-S	primary	African_american	lymphoid_neoplasm (plasma_cell_myeloma)	age;;NA|biomaterial_provider;;ACDC LAB|BioSampleModel;;Human|cell_line;;MM1-S|disease;;lymphoid_neoplasm (plasma_cell_myeloma)|disease_stage;;primary|ethnicity;;African_american|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8616071	KP-N-SI9s	metastasis	Asian	neuroblastoma	age;;NA|biomaterial_provider;;HSSRB|BioSampleModel;;Human|cell_line;;KP-N-SI9s|disease;;neuroblastoma|disease_stage;;metastasis|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;autonomic_ganglia	autonomic_ganglia
SRR8616072	KP-N-YN	metastasis	Asian	neuroblastoma	age;;2|biomaterial_provider;;HSSRB|BioSampleModel;;Human|cell_line;;KP-N-YN|disease;;neuroblastoma|disease_stage;;metastasis|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;autonomic_ganglia	autonomic_ganglia
SRR8616073	KS-1	primary	Asian	"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)"	"age;;NA|biomaterial_provider;;GNF|BioSampleModel;;Human|cell_line;;KS-1|disease;;glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;central_nervous_system"	central_nervous_system
SRR8616074	KU-19-19	primary	Asian	carcinoma (transitional_cell_carcinoma)	age;;76|biomaterial_provider;;DSMZ:KU-19-19|BioSampleModel;;Human|cell_line;;KU-19-19|disease;;carcinoma (transitional_cell_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;urinary_tract	urinary_tract
SRR8616075	KP4	metastasis	Asian	carcinoma (ductal_carcinoma)	age;;50|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;KP4|disease;;carcinoma (ductal_carcinoma)|disease_stage;;metastasis|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;pancreas	pancreas
SRR8616076	KPL-1	metastasis	Caucasian	carcinoma (ductal_carcinoma)	age;;50|biomaterial_provider;;DSMZ:KPL-1|BioSampleModel;;Human|cell_line;;KPL-1|disease;;carcinoma (ductal_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;breast	breast
SRR8616077	KPMRTRY	NA	NA	NA	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;KPMRTRY|disease;;NA|disease_stage;;NA|ethnicity;;NA|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;soft_tissue	soft_tissue
SRR8616078	KP-N-RT-BM-1	metastasis	Asian	neuroblastoma	age;;NA|biomaterial_provider;;HSSRB|BioSampleModel;;Human|cell_line;;KP-N-RT-BM-1|disease;;neuroblastoma|disease_stage;;metastasis|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;autonomic_ganglia	autonomic_ganglia
SRR8616079	ChaGo-K-1	primary	Caucasian	carcinoma	age;;45|biomaterial_provider;;ECACC:ChaGo-K-1|BioSampleModel;;Human|cell_line;;ChaGo-K-1|disease;;carcinoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8616080	KU812	primary	Asian	"haematopoietic_neoplasm (chronic_myeloid_leukaemia, Ph_positive)"	"age;;38|biomaterial_provider;;GNF|BioSampleModel;;Human|cell_line;;KU812|disease;;haematopoietic_neoplasm (chronic_myeloid_leukaemia, Ph_positive)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue"	haematopoietic_and_lymphoid_tissue
SRR8616081	KURAMOCHI	metastasis	Asian	carcinoma (undifferentiated_carcinoma)	age;;NA|biomaterial_provider;;GNF|BioSampleModel;;Human|cell_line;;KURAMOCHI|disease;;carcinoma (undifferentiated_carcinoma)|disease_stage;;metastasis|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;ovary	ovary
SRR8616083	CHP-212	primary	Caucasian	neuroblastoma	age;;NA|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;CHP-212|disease;;neuroblastoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;autonomic_ganglia	autonomic_ganglia
SRR8616084	Toledo	primary	Caucasian	lymphoid_neoplasm (diffuse_large_B_cell_lymphoma)	age;;NA|biomaterial_provider;;ATCC:Toledo|BioSampleModel;;Human|cell_line;;Toledo|disease;;lymphoid_neoplasm (diffuse_large_B_cell_lymphoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8616085	TOV-112D	primary	Caucasian	carcinoma (endometrioid_carcinoma)	age;;42|biomaterial_provider;;ATCC:TOV-112D|BioSampleModel;;Human|cell_line;;TOV-112D|disease;;carcinoma (endometrioid_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;ovary	ovary
SRR8616086	TM-87;TM87	NA	NA	NA	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;TM-87;TM87|disease;;NA|disease_stage;;NA|ethnicity;;NA|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;soft_tissue	soft_tissue
SRR8616087	TO 175.T	metastasis	Caucasian	lymphoid_neoplasm (Hodgkin_lymphoma)	age;;29|biomaterial_provider;;GNF|BioSampleModel;;Human|cell_line;;TO 175.T|disease;;lymphoid_neoplasm (Hodgkin_lymphoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8616088	TIG-3 TD	NA	NA	other (immortalized_embryonic_fibroblast)	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;TIG-3 TD|disease;;other (immortalized_embryonic_fibroblast)|disease_stage;;NA|ethnicity;;NA|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;lung	lung
SRR8616089	TM-31	primary	Asian	glioma (astrocytoma)	age;;NA|biomaterial_provider;;RIKEN:TM-31|BioSampleModel;;Human|cell_line;;TM-31|disease;;glioma (astrocytoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;central_nervous_system	central_nervous_system
SRR8616090	SH-4	metastasis	Caucasian	malignant_melanoma	age;;60|biomaterial_provider;;ATCC:SH-4|BioSampleModel;;Human|cell_line;;SH-4|disease;;malignant_melanoma|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;skin	skin
SRR8616091	THP-1	primary	Asian	"haematopoietic_neoplasm (acute_myeloid_leukaemia, M5)"	"age;;1|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;THP-1|disease;;haematopoietic_neoplasm (acute_myeloid_leukaemia, M5)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue"	haematopoietic_and_lymphoid_tissue
SRR8616092	TEN	primary	Asian	carcinoma (clear_cell_carcinoma)	age;;74|biomaterial_provider;;RIKEN:TEN|BioSampleModel;;Human|cell_line;;TEN|disease;;carcinoma (clear_cell_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;endometrium	endometrium
SRR8616093	TF-1	primary	Asian	"haematopoietic_neoplasm (acute_myeloid_leukaemia, M6)"	"age;;35|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;TF-1|disease;;haematopoietic_neoplasm (acute_myeloid_leukaemia, M6)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue"	haematopoietic_and_lymphoid_tissue
SRR8616094	RKN	primary	Asian	leiomyosarcoma	age;;45|biomaterial_provider;;HSSRB|BioSampleModel;;Human|cell_line;;RKN|disease;;leiomyosarcoma|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;soft_tissue	soft_tissue
SRR8616095	SCC-9	primary	Caucasian	carcinoma (squamous_cell_carcinoma)	age;;25|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;SCC-9|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;upper_aerodigestive_tract	upper_aerodigestive_tract
SRR8616096	SCLC-21H	metastasis	Caucasian	carcinoma (small_cell_carcinoma)	age;;46|biomaterial_provider;;DSMZ:SCLC-21H|BioSampleModel;;Human|cell_line;;SCLC-21H|disease;;carcinoma (small_cell_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8616097	SCC-25	primary	Caucasian	carcinoma (squamous_cell_carcinoma)	age;;70|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;SCC-25|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;upper_aerodigestive_tract	upper_aerodigestive_tract
SRR8616098	SCC-4	primary	Caucasian	carcinoma (squamous_cell_carcinoma)	age;;55|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;SCC-4|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;upper_aerodigestive_tract	upper_aerodigestive_tract
SRR8616099	SCaBER	primary	African_american	carcinoma (transitional_cell_carcinoma)	age;;58|biomaterial_provider;;ATCC:SCaBER|BioSampleModel;;Human|cell_line;;SCaBER|disease;;carcinoma (transitional_cell_carcinoma)|disease_stage;;primary|ethnicity;;African_american|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;urinary_tract	urinary_tract
SRR8616100	SCC-15	primary	Caucasian	carcinoma (squamous_cell_carcinoma)	age;;55|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;SCC-15|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;upper_aerodigestive_tract	upper_aerodigestive_tract
SRR8616101	Saos-2	primary	Caucasian	osteosarcoma	age;;11|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;Saos-2|disease;;osteosarcoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;bone	bone
SRR8616102	SBC-5	primary	Asian	carcinoma (small_cell_carcinoma)	age;;NA|biomaterial_provider;;HSRRB|BioSampleModel;;Human|cell_line;;SBC-5|disease;;carcinoma (small_cell_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;lung	lung
SRR8616103	LC-1F	primary	Asian	carcinoma (squamous_cell_carcinoma)	age;;69|biomaterial_provider;;RIKEN:LC-1F|BioSampleModel;;Human|cell_line;;LC-1F|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8616104	SALE	NA	Caucasian	other (immortalized_epithelial)	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;SALE|disease;;other (immortalized_epithelial)|disease_stage;;NA|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;lung	lung
SRR8616105	NCI-H2342	primary	Caucasian	carcinoma (adenocarcinoma)	age;;55|biomaterial_provider;;ATCC:NCI-H2342|BioSampleModel;;Human|cell_line;;NCI-H2342|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8616106	NCI-H2291	metastasis	Caucasian	carcinoma (adenocarcinoma)	age;;NA|biomaterial_provider;;ATCC:NCI-H2291|BioSampleModel;;Human|cell_line;;NCI-H2291|disease;;carcinoma (adenocarcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8616107	NCI-H2171	metastasis	Caucasian	carcinoma (small_cell_carcinoma)	age;;50|biomaterial_provider;;ATCC:NCI-H2171|BioSampleModel;;Human|cell_line;;NCI-H2171|disease;;carcinoma (small_cell_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8616108	NCI-H2170	primary	Caucasian	carcinoma (squamous_cell_carcinoma)	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;NCI-H2170|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8616109	NCI-H2196	metastasis	Caucasian	carcinoma (small_cell_carcinoma)	age;;67|biomaterial_provider;;ATCC:NCI-H2196|BioSampleModel;;Human|cell_line;;NCI-H2196|disease;;carcinoma (small_cell_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8616110	NCI-H2172	primary	African_american	carcinoma (non_small_cell_carcinoma)	age;;NA|biomaterial_provider;;ATCC:NCI-H2172|BioSampleModel;;Human|cell_line;;NCI-H2172|disease;;carcinoma (non_small_cell_carcinoma)|disease_stage;;primary|ethnicity;;African_american|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;lung	lung
SRR8616111	NCI-H2228	primary	Caucasian	carcinoma (adenocarcinoma)	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;NCI-H2228|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;lung	lung
SRR8616112	NCI-H2227	primary	Caucasian	carcinoma (small_cell_carcinoma)	age;;54|biomaterial_provider;;ATCC:NCI-H2227|BioSampleModel;;Human|cell_line;;NCI-H2227|disease;;carcinoma (small_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8616113	NCI-H2286	primary	Caucasian	carcinoma (small_cell_carcinoma)	age;;57|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;NCI-H2286|disease;;carcinoma (small_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;lung	lung
SRR8616114	NCI-H226	metastasis	Caucasian	carcinoma (squamous_cell_carcinoma)	age;;NA|biomaterial_provider;;ATCC:NCI-H226|BioSampleModel;;Human|cell_line;;NCI-H226|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8616115	LCLC-103H	metastasis	Caucasian	carcinoma (large_cell_carcinoma)	age;;61|biomaterial_provider;;DSMZ:LCLC-103H|BioSampleModel;;Human|cell_line;;LCLC-103H|disease;;carcinoma (large_cell_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8616116	BICR 6	primary	Caucasian	carcinoma (squamous_cell_carcinoma)	age;;NA|biomaterial_provider;;ECACC:BICR 6|BioSampleModel;;Human|cell_line;;BICR 6|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;upper_aerodigestive_tract	upper_aerodigestive_tract
SRR8616117	BICR 56	primary	Caucasian	carcinoma (squamous_cell_carcinoma)	age;;NA|biomaterial_provider;;ECACC:BICR 56|BioSampleModel;;Human|cell_line;;BICR 56|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;upper_aerodigestive_tract	upper_aerodigestive_tract
SRR8616118	BL-70	primary	Caucasian	lymphoid_neoplasm (Burkitt_lymphoma)	age;;16|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;BL-70|disease;;lymphoid_neoplasm (Burkitt_lymphoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8616119	BL-41	primary	Caucasian	lymphoid_neoplasm (Burkitt_lymphoma)	age;;8|biomaterial_provider;;DSMZ:BL-41|BioSampleModel;;Human|cell_line;;BL-41|disease;;lymphoid_neoplasm (Burkitt_lymphoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8616120	BICR 18	primary	Caucasian	carcinoma (squamous_cell_carcinoma)	age;;NA|biomaterial_provider;;ECACC:BICR 18|BioSampleModel;;Human|cell_line;;BICR 18|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;upper_aerodigestive_tract	upper_aerodigestive_tract
SRR8616121	BICR 16	primary	Caucasian	carcinoma (squamous_cell_carcinoma)	age;;NA|biomaterial_provider;;ECACC:BICR 16|BioSampleModel;;Human|cell_line;;BICR 16|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;upper_aerodigestive_tract	upper_aerodigestive_tract
SRR8616122	BICR 31	primary	Caucasian	carcinoma (squamous_cell_carcinoma)	age;;NA|biomaterial_provider;;ECACC:BICR 31|BioSampleModel;;Human|cell_line;;BICR 31|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;upper_aerodigestive_tract	upper_aerodigestive_tract
SRR8616123	BICR 22	metastasis	Caucasian	carcinoma (squamous_cell_carcinoma)	age;;NA|biomaterial_provider;;ECACC:BICR 22|BioSampleModel;;Human|cell_line;;BICR 22|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;upper_aerodigestive_tract	upper_aerodigestive_tract
